Customer ID,Category_Footwear,Dominant_Season_Fall,Dominant_Season_Summer,Dominant_Season_Spring,Dominant_Season_Winter,Category_Clothing,Category_Accessories,Age,Customer_Loyalty_Score,Previous_Purchases,Size_encoded,Gender_Female,Category_Outerwear,Discount_Applied_encoded,Interaction_Score
44,0,0,1,0,0,0,1,0.1346153846153846,0.586938775510204,0.3673469387755101,0,0,0,1,0.5197500000000002
45,0,1,0,0,0,0,1,0.4038461538461538,0.8791836734693879,0.8979591836734693,2,0,0,1,0.7117499999999999
46,0,1,0,0,0,1,0,0.6153846153846154,0.3959183673469388,0.4897959183673469,3,0,0,1,0.1157499999999999
47,0,0,0,0,1,1,0,0.7500000000000001,0.6391836734693878,0.8979591836734693,0,0,0,1,0.1982499999999999
48,0,0,1,0,0,0,1,0.7115384615384616,0.8057142857142858,0.7142857142857142,1,0,0,1,0.6875
49,0,0,0,0,1,1,0,0.4615384615384615,0.6620408163265307,0.7551020408163265,1,0,0,1,0.18725
50,0,0,0,0,1,1,0,0.9615384615384616,0.869387755102041,0.673469387755102,2,0,0,1,0.6254999999999998
51,0,0,0,1,0,1,0,0.5961538461538463,0.9102040816326532,0.7755102040816325,1,0,0,1,0.3660000000000001
52,0,1,0,0,0,1,0,0.7884615384615384,0.3289795918367347,0.1224489795918367,3,0,0,1,0.76225
53,0,0,0,0,1,1,0,0.4615384615384615,0.7240816326530612,0.510204081632653,1,0,0,1,0.0279999999999999
54,0,1,0,0,0,1,0,0.2115384615384615,0.7975510204081633,0.693877551020408,2,0,0,1,0.407
55,0,0,0,1,0,0,0,0.5576923076923077,0.8775510204081634,0.693877551020408,1,0,1,1,0.7535000000000001
56,0,1,0,0,0,0,0,0.4230769230769231,0.5918367346938775,0.9795918367346936,1,0,1,1,0.17
57,0,0,1,0,0,0,1,0.4423076923076924,0.8873469387755102,0.9183673469387754,3,0,0,1,0.81475
58,0,0,0,1,0,0,0,0.0576923076923077,0.5706122448979591,0.3265306122448979,1,0,1,1,0.6970000000000002
59,0,0,0,0,1,1,0,0.980769230769231,0.5885714285714285,0.5714285714285714,1,0,0,1,0.6035000000000001
60,0,1,0,0,0,0,1,0.8653846153846155,0.5444897959183674,0.0612244897959183,0,0,0,1,0.8092499999999998
61,0,0,0,1,0,1,0,0.6153846153846154,0.6506122448979592,0.3265306122448979,0,0,0,1,0.48375
62,0,0,1,0,0,0,1,0.7115384615384616,0.4432653061224489,0.4081632653061224,1,0,0,1,0.796
63,1,0,0,1,0,0,0,0.2307692307692308,0.6848979591836735,0.6122448979591836,2,0,0,1,0.3677499999999999
64,0,0,0,0,1,0,1,0.2884615384615385,0.862857142857143,0.8571428571428571,0,0,0,1,0.27725
65,1,0,0,1,0,0,0,0.903846153846154,0.5787755102040817,0.346938775510204,2,0,0,1,0.88025
66,0,0,1,0,0,0,1,0.903846153846154,0.6310204081632653,0.8775510204081631,1,0,0,1,0.704
67,0,0,0,1,0,1,0,0.25,0.2963265306122449,0.0408163265306122,2,0,0,1,0.8935
68,0,0,0,1,0,0,0,0.5192307692307693,0.7518367346938775,0.9795918367346936,0,0,1,1,0.5807500000000001
69,0,1,0,0,0,0,1,0.7500000000000001,0.4432653061224489,0.4081632653061224,0,0,0,1,0.4895
70,0,1,0,0,0,0,1,0.576923076923077,0.5526530612244898,0.0816326530612244,2,0,0,1,0.7195000000000001
71,0,1,0,0,0,0,1,0.0769230769230769,0.5330612244897959,0.6326530612244897,1,0,0,1,0.5097500000000001
72,0,0,1,0,0,1,0,0.3461538461538461,0.4693877551020408,0.673469387755102,0,0,0,1,0.2169999999999999
73,0,0,1,0,0,1,0,0.0,0.4432653061224489,0.4081632653061224,1,0,0,1,0.1344999999999999
74,0,0,0,0,1,1,0,0.576923076923077,0.9428571428571432,0.8571428571428571,1,0,0,1,0.2997499999999999
75,0,0,0,1,0,0,1,0.5961538461538463,0.3763265306122449,0.0408163265306122,0,0,0,1,0.7024999999999999
76,0,0,1,0,0,0,1,0.8846153846153847,0.363265306122449,0.4081632653061224,1,0,0,1,0.2997499999999999
77,0,1,0,0,0,0,1,0.6153846153846154,0.6130612244897959,0.6326530612244897,2,0,0,1,0.5622500000000001
78,0,0,1,0,0,1,0,0.0769230769230769,0.7257142857142858,0.7142857142857142,0,0,0,1,0.34775
79,0,1,0,0,0,1,0,0.6153846153846154,0.8400000000000001,1.0,1,0,0,1,0.88225
80,0,1,0,0,0,0,0,0.3846153846153847,0.6228571428571429,0.8571428571428571,1,0,1,1,0.313
81,1,1,0,0,0,0,0,0.0192307692307692,0.4677551020408163,0.4693877551020408,3,0,0,1,0.419
82,1,0,1,0,0,0,0,0.9423076923076924,0.5657142857142857,0.7142857142857142,0,0,0,1,0.313
83,0,0,0,0,1,1,0,0.0192307692307692,0.4432653061224489,0.4081632653061224,2,0,0,1,0.45
84,0,0,1,0,0,1,0,0.3461538461538461,0.789387755102041,0.673469387755102,1,0,0,1,0.5229999999999999
85,0,0,0,1,0,0,0,0.6538461538461539,0.6146938775510205,0.836734693877551,2,0,1,1,0.5770000000000002
86,0,0,0,0,1,0,1,0.6730769230769232,0.6081632653061226,0.0204081632653061,1,0,0,1,0.8412499999999999
87,0,0,0,0,1,1,0,0.1153846153846154,0.9755102040816328,0.9387755102040816,0,0,0,1,0.4147500000000001
88,1,0,1,0,0,0,0,0.6538461538461539,0.7910204081632652,0.8775510204081631,1,0,0,1,0.4597500000000001
89,0,0,0,0,1,1,0,0.2884615384615385,0.6375510204081632,0.693877551020408,1,0,0,1,0.38125
90,0,1,0,0,0,0,0,0.5576923076923077,0.3942857142857142,0.2857142857142856,3,0,1,1,0.5442500000000001
91,0,1,0,0,0,0,1,0.1346153846153846,0.5885714285714285,0.5714285714285714,0,0,0,1,0.2169999999999999
92,0,0,1,0,0,0,1,0.5000000000000001,0.4187755102040816,0.346938775510204,2,0,0,1,0.8842499999999999
93,0,1,0,0,0,0,0,0.826923076923077,0.3779591836734693,0.2448979591836734,1,0,1,1,0.7832500000000002
94,0,0,0,1,0,1,0,0.3653846153846154,0.8873469387755102,0.9183673469387754,1,0,0,1,0.7174999999999999
95,0,1,0,0,0,1,0,0.7692307692307693,0.7404081632653061,0.5510204081632653,2,0,0,1,0.7979999999999998
96,1,0,0,1,0,0,0,0.3653846153846154,0.7436734693877551,0.9591836734693876,0,0,0,1,0.6639999999999999
97,0,0,0,1,0,0,1,0.2692307692307693,0.6228571428571429,0.8571428571428571,2,0,0,1,0.50675
98,1,0,1,0,0,0,0,0.0576923076923077,0.4938775510204081,0.7346938775510203,1,0,0,1,0.914
99,0,1,0,0,0,1,0,0.0384615384615384,0.3551020408163265,0.3877551020408162,3,0,0,1,0.20425
100,0,0,0,0,1,1,0,0.1538461538461538,0.5412244897959184,0.6530612244897959,3,0,0,1,0.4110000000000001
101,0,0,0,0,1,0,1,0.8461538461538461,0.6848979591836735,0.6122448979591836,1,0,0,1,0.3485
102,0,0,0,1,0,0,0,0.1730769230769231,1.0000000000000002,1.0,3,0,1,1,0.8317499999999999
103,0,1,0,0,0,1,0,0.6346153846153847,0.5575510204081633,0.693877551020408,0,0,0,1,0.82025
104,1,0,0,1,0,0,0,0.6923076923076924,0.7714285714285716,0.4285714285714285,0,0,0,1,0.67875
105,0,0,0,0,1,0,1,0.7115384615384616,0.36,0.0,0,0,0,1,0.5470000000000002
106,0,0,1,0,0,0,1,0.980769230769231,0.2244897959183673,0.0612244897959183,1,0,0,1,0.5930000000000001
107,0,1,0,0,0,0,0,0.8846153846153847,0.6048979591836734,0.6122448979591836,0,0,1,1,0.3922500000000001
108,1,0,0,1,0,0,0,0.1923076923076924,0.8073469387755101,0.9183673469387754,0,0,0,1,0.3442500000000001
109,0,1,0,0,0,1,0,1.0,0.8530612244897959,0.6326530612244897,0,0,0,1,0.47325
110,0,0,0,0,1,1,0,0.7692307692307693,0.7828571428571429,0.8571428571428571,1,0,0,1,0.27175
111,0,0,1,0,0,0,1,0.730769230769231,0.6440816326530612,0.510204081632653,1,0,0,1,0.4425
112,0,1,0,0,0,0,1,0.1538461538461538,0.2653061224489795,0.1632653061224489,0,0,0,1,0.90625
113,0,0,0,1,0,0,1,0.3653846153846154,0.8204081632653062,0.5510204081632653,1,0,0,1,0.67275
114,0,1,0,0,0,0,1,0.5000000000000001,0.4351020408163265,0.3877551020408162,0,0,0,1,0.2955000000000001
115,0,0,0,1,0,0,0,1.0,0.5853061224489797,0.1632653061224489,2,0,1,1,0.6172500000000001
116,0,1,0,0,0,1,0,0.6730769230769232,0.6636734693877551,0.9591836734693876,1,0,0,1,0.6415
117,1,0,1,0,0,0,0,0.7115384615384616,0.2897959183673469,0.2244897959183673,2,0,0,1,0.4995
118,1,1,0,0,0,0,0,0.6153846153846154,0.6685714285714286,0.5714285714285714,0,0,0,1,0.6329999999999999
119,0,0,0,1,0,1,0,0.6153846153846154,0.8122448979591839,0.5306122448979591,0,0,0,1,0.73775
120,0,0,0,1,0,0,0,0.3846153846153847,0.5510204081632653,0.8775510204081631,1,0,1,1,0.714
121,0,1,0,0,0,0,1,0.8846153846153847,0.4530612244897959,0.6326530612244897,0,0,0,1,0.66
122,0,0,0,1,0,1,0,0.0192307692307692,0.5216326530612245,0.2040816326530612,1,0,0,1,0.671
123,0,0,1,0,0,0,1,0.4230769230769231,0.7910204081632652,0.8775510204081631,0,0,0,1,0.719
124,0,0,0,1,0,1,0,0.7500000000000001,0.8873469387755102,0.9183673469387754,0,0,0,1,0.4267500000000001
125,0,0,0,1,0,1,0,0.5000000000000001,0.6000000000000001,1.0,1,0,0,1,0.4155000000000001
126,0,0,0,1,0,1,0,0.5961538461538463,0.6391836734693878,0.8979591836734693,1,0,0,1,0.4355
127,0,0,0,1,0,1,0,0.4807692307692308,0.6636734693877551,0.9591836734693876,0,0,0,1,0.452
128,0,0,0,1,0,1,0,0.1153846153846154,0.7240816326530612,0.510204081632653,1,0,0,1,0.90275
129,0,0,1,0,0,0,1,0.0384615384615384,0.6032653061224491,0.4081632653061224,1,0,0,1,0.661
130,0,0,1,0,0,1,0,0.1153846153846154,0.9918367346938776,0.9795918367346936,3,0,0,1,0.6522500000000001
131,0,0,1,0,0,0,1,0.5000000000000001,0.5379591836734694,0.2448979591836734,0,0,0,1,0.4072500000000001
132,0,1,0,0,0,1,0,0.1923076923076924,0.8873469387755102,0.9183673469387754,0,0,0,1,0.42575
133,0,0,1,0,0,0,1,0.2307692307692308,0.8546938775510204,0.836734693877551,1,0,0,1,0.7585
134,0,0,0,1,0,1,0,0.6538461538461539,0.3959183673469388,0.4897959183673469,1,0,0,1,0.1687499999999999
135,0,1,0,0,0,0,1,0.4807692307692308,0.5559183673469388,0.4897959183673469,0,0,0,1,0.9495
136,1,1,0,0,0,0,0,0.4807692307692308,0.3697959183673469,0.2244897959183673,1,0,0,1,0.6767499999999999
137,0,0,0,1,0,1,0,0.4038461538461538,0.3044897959183673,0.0612244897959183,1,0,0,1,0.4714999999999999
138,1,0,0,1,0,0,0,0.9615384615384616,0.8220408163265307,0.7551020408163265,1,0,0,1,0.70225
139,0,1,0,0,0,1,0,0.9615384615384616,0.8546938775510204,0.836734693877551,1,0,0,1,0.5657500000000002
140,0,0,0,1,0,0,0,0.5961538461538463,0.436734693877551,0.5918367346938774,1,0,1,1,0.64525
141,0,0,0,0,1,1,0,0.8653846153846155,0.9200000000000002,1.0,0,0,0,1,0.422
142,0,0,0,1,0,0,1,0.730769230769231,0.8791836734693879,0.8979591836734693,1,0,0,1,0.7695000000000001
143,0,1,0,0,0,0,0,0.3653846153846154,0.7012244897959183,0.6530612244897959,0,0,1,1,0.3105000000000001
144,0,0,0,1,0,0,0,0.2307692307692308,0.4759183673469388,0.4897959183673469,1,0,1,1,0.161
145,1,0,1,0,0,0,0,0.0192307692307692,0.5559183673469388,0.4897959183673469,1,0,0,1,0.2822500000000001
146,0,0,1,0,0,0,1,0.1153846153846154,0.6310204081632653,0.8775510204081631,1,0,0,1,0.8412499999999999
147,0,1,0,0,0,1,0,0.6538461538461539,0.6032653061224491,0.4081632653061224,2,0,0,1,0.4575
148,1,0,1,0,0,0,0,0.8653846153846155,0.6848979591836735,0.6122448979591836,1,0,0,1,0.445
149,0,0,0,1,0,0,1,0.3653846153846154,0.5755102040816327,0.9387755102040816,1,0,0,1,0.2905
150,0,0,0,0,1,1,0,0.3846153846153847,0.4661224489795918,0.2653061224489795,1,0,0,1,0.4060000000000001
151,1,0,0,1,0,0,0,0.326923076923077,0.4106122448979592,0.3265306122448979,0,0,0,1,0.957
152,0,0,0,0,1,0,1,0.1923076923076924,0.2163265306122448,0.0408163265306122,0,0,0,1,0.6612499999999999
153,0,0,0,0,1,1,0,0.2307692307692308,0.5346938775510204,0.836734693877551,2,0,0,1,0.74775
154,0,0,0,0,1,1,0,0.980769230769231,0.3714285714285714,0.4285714285714285,1,0,0,1,0.3272500000000001
155,0,0,1,0,0,1,0,0.4423076923076924,0.4432653061224489,0.4081632653061224,1,0,0,1,0.6005
156,0,1,0,0,0,1,0,0.8653846153846155,0.4432653061224489,0.4081632653061224,2,0,0,1,0.71775
157,0,0,0,1,0,1,0,0.326923076923077,0.5183673469387755,0.7959183673469387,1,0,0,1,0.4425
158,0,1,0,0,0,0,1,0.3461538461538461,0.44,0.0,2,0,0,1,0.32
159,0,0,0,0,1,1,0,0.1346153846153846,0.76,1.0,3,0,0,1,0.6467499999999999
160,0,0,0,1,0,0,1,0.7692307692307693,0.590204081632653,0.7755102040816325,1,0,0,1,0.39025
161,0,0,0,1,0,0,1,0.1730769230769231,0.6293877551020408,0.673469387755102,1,0,0,1,0.5992499999999998
162,0,0,1,0,0,0,1,0.903846153846154,0.6685714285714286,0.5714285714285714,1,0,0,1,0.24875
163,0,0,0,0,1,0,1,0.6923076923076924,0.8448979591836736,0.6122448979591836,1,0,0,1,0.3425000000000001
164,0,1,0,0,0,1,0,0.6923076923076924,0.5771428571428572,0.1428571428571428,1,0,0,1,0.42825
165,0,1,0,0,0,0,1,0.7884615384615384,0.4726530612244898,0.0816326530612244,2,0,0,1,0.1967499999999999
166,0,1,0,0,0,0,1,0.4615384615384615,0.4089795918367347,0.1224489795918367,2,0,0,1,0.2339999999999998
167,1,0,0,1,0,0,0,0.5384615384615385,0.5967346938775511,0.5918367346938774,3,0,0,1,0.46125
168,0,0,0,1,0,0,1,0.2884615384615385,0.3861224489795918,0.2653061224489795,1,0,0,1,0.44625
169,1,0,1,0,0,0,0,0.3076923076923077,0.4726530612244898,0.0816326530612244,1,0,0,1,0.365
170,0,1,0,0,0,0,0,0.1730769230769231,0.2963265306122449,0.0408163265306122,2,0,1,1,0.2614999999999999
171,0,0,0,0,1,1,0,0.6538461538461539,0.9673469387755104,0.9183673469387754,1,0,0,1,0.04675
172,0,0,0,1,0,1,0,0.2115384615384615,0.5444897959183674,0.0612244897959183,1,0,0,1,0.3642500000000001
173,0,0,1,0,0,0,1,0.6923076923076924,0.9346938775510204,0.836734693877551,1,0,0,1,0.56825
174,0,1,0,0,0,0,1,0.1346153846153846,0.436734693877551,0.5918367346938774,1,0,0,1,0.3495
175,1,0,1,0,0,0,0,0.4423076923076924,0.4938775510204081,0.7346938775510203,0,0,0,1,0.33625
176,0,0,0,1,0,0,0,0.6730769230769232,0.2081632653061224,0.0204081632653061,0,0,1,1,0.3314999999999998
177,0,0,1,0,0,0,1,0.6730769230769232,0.516734693877551,0.5918367346938774,0,0,0,1,0.2847499999999999
178,0,0,0,0,1,1,0,0.0576923076923077,0.7355102040816326,0.9387755102040816,0,0,0,1,0.4185000000000001
179,0,1,0,0,0,1,0,0.826923076923077,0.4432653061224489,0.4081632653061224,0,0,0,1,0.5902499999999999
180,1,0,0,1,0,0,0,0.8846153846153847,0.5053061224489797,0.1632653061224489,1,0,0,1,0.71325
181,1,1,0,0,0,0,0,0.6346153846153847,0.529795918367347,0.2244897959183673,0,0,0,1,0.45275
182,0,0,0,0,1,1,0,0.2692307692307693,0.5444897959183674,0.0612244897959183,1,0,0,1,0.76975
183,0,0,0,1,0,0,1,0.3846153846153847,0.273469387755102,0.183673469387755,3,0,0,1,0.3689999999999999
184,0,1,0,0,0,1,0,0.7692307692307693,0.7240816326530612,0.510204081632653,3,0,0,1,0.34175
185,1,0,0,1,0,0,0,0.2692307692307693,0.7583673469387755,0.7959183673469387,0,0,0,1,0.18875
186,0,0,0,0,1,1,0,0.5384615384615385,0.7093877551020409,0.673469387755102,3,0,0,1,0.605
187,0,0,1,0,0,0,1,0.4038461538461538,0.4448979591836735,0.6122448979591836,2,0,0,1,0.2469999999999999
188,1,0,1,0,0,0,0,0.0192307692307692,0.6000000000000001,0.0,2,0,0,1,0.5015000000000001
189,0,0,0,0,1,1,0,0.6153846153846154,0.6326530612244898,0.0816326530612244,1,0,0,1,0.2917500000000002
190,0,0,0,1,0,1,0,0.3461538461538461,0.5444897959183674,0.0612244897959183,1,0,0,1,0.7645000000000002
191,0,0,0,1,0,0,0,0.903846153846154,0.6636734693877551,0.9591836734693876,3,0,1,1,0.3275
192,0,1,0,0,0,0,1,0.8846153846153847,0.5085714285714287,0.5714285714285714,1,0,0,1,0.6020000000000001
193,1,0,1,0,0,0,0,0.5384615384615385,0.689795918367347,0.2244897959183673,0,0,0,1,0.1457499999999999
194,0,1,0,0,0,0,1,0.3461538461538461,0.4285714285714286,0.5714285714285714,2,0,0,1,0.44
195,0,0,1,0,0,0,1,0.6346153846153847,0.3942857142857142,0.2857142857142856,1,0,0,1,0.4455000000000002
196,0,1,0,0,0,0,0,0.6346153846153847,0.6293877551020408,0.673469387755102,1,0,1,1,0.52275
197,1,0,0,1,0,0,0,0.3846153846153847,0.766530612244898,0.8163265306122448,1,0,0,1,0.647
198,0,0,1,0,0,0,1,0.7884615384615384,0.686530612244898,0.8163265306122448,1,0,0,1,0.4135000000000001
199,0,0,1,0,0,0,1,0.7500000000000001,0.750204081632653,0.7755102040816325,1,0,0,1,0.73775
200,0,1,0,0,0,0,1,0.6923076923076924,0.7730612244897959,0.6326530612244897,3,0,0,1,0.56275
201,0,0,1,0,0,1,0,0.1346153846153846,0.5885714285714285,0.5714285714285714,2,0,0,1,0.37775
202,0,0,0,1,0,1,0,0.980769230769231,0.3142857142857143,0.2857142857142856,2,0,0,1,0.5115
203,0,1,0,0,0,0,1,0.7500000000000001,0.4612244897959183,0.6530612244897959,0,0,0,1,0.1235
204,0,0,1,0,0,0,1,1.0,0.6587755102040818,0.346938775510204,2,0,0,1,0.2635000000000001
205,1,0,0,1,0,0,0,0.1153846153846154,0.8775510204081634,0.693877551020408,1,0,0,1,0.72
206,0,0,0,0,1,1,0,0.9423076923076924,0.7159183673469389,0.4897959183673469,1,0,0,1,0.305
207,0,0,0,0,1,1,0,0.1153846153846154,0.4808163265306123,0.1020408163265306,0,0,0,1,0.6072500000000001
208,0,0,0,1,0,0,1,0.8461538461538461,0.7306122448979593,0.3265306122448979,1,0,0,1,0.3782499999999999
209,0,1,0,0,0,1,0,0.7500000000000001,0.4906122448979592,0.3265306122448979,1,0,0,1,0.5154999999999998
210,1,1,0,0,0,0,0,0.7115384615384616,0.6310204081632653,0.8775510204081631,2,0,0,1,0.4847500000000001
211,0,1,0,0,0,0,0,0.5192307692307693,0.4808163265306123,0.1020408163265306,0,0,1,1,0.1475
212,0,1,0,0,0,1,0,0.980769230769231,0.7991836734693878,0.8979591836734693,0,0,0,1,0.7460000000000001
213,0,1,0,0,0,0,1,0.9423076923076924,0.2489795918367346,0.1224489795918367,0,0,0,1,0.7160000000000001
214,0,1,0,0,0,0,1,0.2307692307692308,0.3616326530612245,0.2040816326530612,0,0,0,1,0.8057500000000002
215,0,1,0,0,0,0,0,0.1153846153846154,0.6065306122448979,0.8163265306122448,0,0,1,1,0.5885
216,0,0,1,0,0,0,1,0.8461538461538461,0.7877551020408164,0.4693877551020408,2,0,0,1,0.2489999999999998
217,0,0,0,1,0,1,0,0.4807692307692308,0.683265306122449,0.4081632653061224,0,0,0,1,0.4897500000000001
218,0,0,0,0,1,0,1,0.326923076923077,0.3877551020408163,0.4693877551020408,1,0,0,1,0.385
219,0,0,0,0,1,1,0,0.1923076923076924,0.3371428571428571,0.1428571428571428,2,0,0,1,0.2057499999999999
220,0,1,0,0,0,0,1,0.2692307692307693,0.529795918367347,0.2244897959183673,1,0,0,1,0.3950000000000001
221,1,0,0,1,0,0,0,0.4038461538461538,0.823673469387755,0.9591836734693876,2,0,0,1,0.4747500000000001
222,0,1,0,0,0,0,1,0.1923076923076924,0.3208163265306122,0.1020408163265306,3,0,0,1,0.7120000000000002
223,0,0,0,1,0,0,1,0.5576923076923077,0.546122448979592,0.2653061224489795,3,0,0,1,0.8374999999999999
224,0,0,0,0,1,1,0,0.0384615384615384,0.4693877551020408,0.673469387755102,1,0,0,1,0.72275
225,0,1,0,0,0,1,0,0.8653846153846155,0.3697959183673469,0.2244897959183673,2,0,0,1,0.3482499999999999
226,0,1,0,0,0,0,0,0.1346153846153846,0.2816326530612245,0.2040816326530612,1,0,1,1,0.2035000000000001
227,1,0,1,0,0,0,0,0.2115384615384615,0.3926530612244898,0.0816326530612244,0,0,0,1,0.4265
228,0,1,0,0,0,1,0,0.6153846153846154,0.6359183673469389,0.4897959183673469,1,0,0,1,0.7385000000000002
229,0,1,0,0,0,1,0,0.0,0.2816326530612245,0.2040816326530612,1,0,0,1,0.3332499999999999
230,1,1,0,0,0,0,0,1.0,0.4922448979591837,0.5306122448979591,2,0,0,1,0.6179999999999999
231,0,0,1,0,0,0,1,0.9230769230769232,0.5428571428571429,0.8571428571428571,0,0,0,1,0.7029999999999998
232,0,0,0,1,0,1,0,0.1923076923076924,0.4187755102040816,0.346938775510204,1,0,0,1,0.1905000000000001
233,0,0,1,0,0,0,1,0.6923076923076924,0.8530612244897959,0.6326530612244897,0,0,0,1,0.5022500000000001
234,0,0,0,1,0,1,0,0.0192307692307692,0.4922448979591837,0.5306122448979591,3,0,0,1,0.7962499999999999
235,0,0,0,1,0,0,1,0.0384615384615384,0.7077551020408164,0.4693877551020408,2,0,0,1,0.4072500000000001
236,0,0,0,0,1,0,1,0.4807692307692308,0.5248979591836735,0.6122448979591836,1,0,0,1,0.5947500000000001
237,0,0,0,1,0,0,0,0.3846153846153847,0.750204081632653,0.7755102040816325,0,0,1,1,0.432
238,0,0,1,0,0,1,0,0.6153846153846154,0.7257142857142858,0.7142857142857142,1,0,0,1,0.4025000000000001
239,0,1,0,0,0,1,0,0.8846153846153847,0.2326530612244897,0.0816326530612244,1,0,0,1,0.5285000000000001
