Category_Footwear,Dominant_Season_Fall,Dominant_Season_Summer,Dominant_Season_Spring,Dominant_Season_Winter,Category_Clothing,Category_Accessories,Age,Customer_Loyalty_Score,Previous_Purchases,Size_encoded,Gender_Female,Category_Outerwear,Discount_Applied_encoded,Interaction_Score
0,1,0,0,0,1,0,0.8653846153846155,0.44326530612244897,0.4081632653061224,2,0,0,1,0.71775
0,0,0,1,0,1,0,0.326923076923077,0.5183673469387755,0.7959183673469387,1,0,0,1,0.44250000000000006
0,1,0,0,0,0,1,0.3461538461538461,0.44000000000000006,0.0,2,0,0,1,0.32000000000000006
0,0,0,0,1,1,0,0.1346153846153846,0.76,1.0,3,0,0,1,0.6467499999999999
0,0,0,1,0,0,1,0.7692307692307693,0.590204081632653,0.7755102040816325,1,0,0,1,0.39025
0,0,0,1,0,0,1,0.1730769230769231,0.6293877551020408,0.673469387755102,1,0,0,1,0.5992499999999998
0,0,1,0,0,0,1,0.903846153846154,0.6685714285714286,0.5714285714285714,1,0,0,1,0.24875000000000008
0,0,0,0,1,0,1,0.6923076923076924,0.8448979591836736,0.6122448979591836,1,0,0,1,0.3425000000000001
0,1,0,0,0,1,0,0.6923076923076924,0.5771428571428572,0.1428571428571428,1,0,0,1,0.42825
0,1,0,0,0,0,1,0.7884615384615384,0.4726530612244898,0.0816326530612244,2,0,0,1,0.19674999999999998
0,1,0,0,0,0,1,0.4615384615384615,0.4089795918367347,0.1224489795918367,2,0,0,1,0.23399999999999985
1,0,0,1,0,0,0,0.5384615384615385,0.5967346938775511,0.5918367346938774,3,0,0,1,0.46125000000000005
0,0,0,1,0,0,1,0.2884615384615385,0.3861224489795918,0.2653061224489795,1,0,0,1,0.44625000000000004
1,0,1,0,0,0,0,0.3076923076923077,0.4726530612244898,0.0816326530612244,1,0,0,1,0.36500000000000005
0,1,0,0,0,0,0,0.1730769230769231,0.2963265306122449,0.0408163265306122,2,0,1,1,0.26149999999999995
0,0,0,0,1,1,0,0.6538461538461539,0.9673469387755103,0.9183673469387754,1,0,0,1,0.04675
0,0,0,1,0,1,0,0.2115384615384615,0.5444897959183674,0.0612244897959183,1,0,0,1,0.3642500000000001
0,0,1,0,0,0,1,0.6923076923076924,0.9346938775510205,0.836734693877551,1,0,0,1,0.56825
0,1,0,0,0,0,1,0.1346153846153846,0.436734693877551,0.5918367346938774,1,0,0,1,0.34950000000000003
1,0,1,0,0,0,0,0.4423076923076924,0.49387755102040815,0.7346938775510203,0,0,0,1,0.33625000000000005
0,0,0,1,0,0,0,0.6730769230769232,0.20816326530612245,0.0204081632653061,0,0,1,1,0.3314999999999998
0,0,1,0,0,0,1,0.6730769230769232,0.516734693877551,0.5918367346938774,0,0,0,1,0.28474999999999995
0,0,0,0,1,1,0,0.0576923076923077,0.7355102040816326,0.9387755102040816,0,0,0,1,0.41850000000000015
0,1,0,0,0,1,0,0.826923076923077,0.44326530612244897,0.4081632653061224,0,0,0,1,0.5902499999999999
1,0,0,1,0,0,0,0.8846153846153847,0.5053061224489797,0.1632653061224489,1,0,0,1,0.71325
1,1,0,0,0,0,0,0.6346153846153847,0.529795918367347,0.2244897959183673,0,0,0,1,0.45275
0,0,0,0,1,1,0,0.2692307692307693,0.5444897959183674,0.0612244897959183,1,0,0,1,0.76975
0,0,0,1,0,0,1,0.3846153846153847,0.273469387755102,0.183673469387755,3,0,0,1,0.3689999999999999
0,1,0,0,0,1,0,0.7692307692307693,0.7240816326530612,0.510204081632653,3,0,0,1,0.34175000000000005
1,0,0,1,0,0,0,0.2692307692307693,0.7583673469387755,0.7959183673469387,0,0,0,1,0.18875000000000008
0,0,0,0,1,1,0,0.5384615384615385,0.7093877551020409,0.673469387755102,3,0,0,1,0.605
0,0,1,0,0,0,1,0.4038461538461538,0.4448979591836735,0.6122448979591836,2,0,0,1,0.24699999999999994
1,0,1,0,0,0,0,0.0192307692307692,0.6000000000000001,0.0,2,0,0,1,0.5015000000000001
0,0,0,0,1,1,0,0.6153846153846154,0.6326530612244898,0.0816326530612244,1,0,0,1,0.2917500000000002
0,0,0,1,0,1,0,0.3461538461538461,0.5444897959183674,0.0612244897959183,1,0,0,1,0.7645000000000002
0,0,0,1,0,0,0,0.903846153846154,0.6636734693877551,0.9591836734693876,3,0,1,1,0.32750000000000007
0,1,0,0,0,0,1,0.8846153846153847,0.5085714285714287,0.5714285714285714,1,0,0,1,0.6020000000000001
1,0,1,0,0,0,0,0.5384615384615385,0.689795918367347,0.2244897959183673,0,0,0,1,0.14574999999999994
0,1,0,0,0,0,1,0.3461538461538461,0.4285714285714286,0.5714285714285714,2,0,0,1,0.44000000000000006
0,0,1,0,0,0,1,0.6346153846153847,0.39428571428571424,0.2857142857142856,1,0,0,1,0.4455000000000002
0,1,0,0,0,0,0,0.6346153846153847,0.6293877551020408,0.673469387755102,1,0,1,1,0.52275
1,0,0,1,0,0,0,0.3846153846153847,0.766530612244898,0.8163265306122448,1,0,0,1,0.647
0,0,1,0,0,0,1,0.7884615384615384,0.686530612244898,0.8163265306122448,1,0,0,1,0.41350000000000015
0,0,1,0,0,0,1,0.7500000000000001,0.750204081632653,0.7755102040816325,1,0,0,1,0.73775
0,1,0,0,0,0,1,0.6923076923076924,0.7730612244897959,0.6326530612244897,3,0,0,1,0.56275
0,0,1,0,0,1,0,0.1346153846153846,0.5885714285714285,0.5714285714285714,2,0,0,1,0.37775000000000003
0,0,0,1,0,1,0,0.980769230769231,0.3142857142857143,0.2857142857142856,2,0,0,1,0.5115
0,1,0,0,0,0,1,0.7500000000000001,0.46122448979591835,0.6530612244897959,0,0,0,1,0.1235
0,0,1,0,0,0,1,1.0,0.6587755102040818,0.346938775510204,2,0,0,1,0.2635000000000001
1,0,0,1,0,0,0,0.1153846153846154,0.8775510204081634,0.693877551020408,1,0,0,1,0.72
0,0,0,0,1,1,0,0.9423076923076924,0.7159183673469389,0.4897959183673469,1,0,0,1,0.30500000000000005
0,0,0,0,1,1,0,0.1153846153846154,0.4808163265306123,0.1020408163265306,0,0,0,1,0.6072500000000001
0,0,0,1,0,0,1,0.8461538461538461,0.7306122448979593,0.3265306122448979,1,0,0,1,0.3782499999999999
0,1,0,0,0,1,0,0.7500000000000001,0.49061224489795924,0.3265306122448979,1,0,0,1,0.5154999999999998
1,1,0,0,0,0,0,0.7115384615384616,0.6310204081632653,0.8775510204081631,2,0,0,1,0.4847500000000001
0,1,0,0,0,0,0,0.5192307692307693,0.4808163265306123,0.1020408163265306,0,0,1,1,0.14750000000000008
0,1,0,0,0,1,0,0.980769230769231,0.7991836734693878,0.8979591836734693,0,0,0,1,0.7460000000000001
0,1,0,0,0,0,1,0.9423076923076924,0.24897959183673468,0.1224489795918367,0,0,0,1,0.7160000000000001
0,1,0,0,0,0,1,0.2307692307692308,0.3616326530612245,0.2040816326530612,0,0,0,1,0.8057500000000002
0,1,0,0,0,0,0,0.1153846153846154,0.6065306122448979,0.8163265306122448,0,0,1,1,0.5885
0,0,1,0,0,0,1,0.8461538461538461,0.7877551020408164,0.4693877551020408,2,0,0,1,0.24899999999999986
0,0,0,1,0,1,0,0.4807692307692308,0.683265306122449,0.4081632653061224,0,0,0,1,0.48975000000000013
0,0,0,0,1,0,1,0.326923076923077,0.3877551020408163,0.4693877551020408,1,0,0,1,0.38500000000000006
0,0,0,0,1,1,0,0.1923076923076924,0.33714285714285713,0.1428571428571428,2,0,0,1,0.20574999999999993
0,1,0,0,0,0,1,0.2692307692307693,0.529795918367347,0.2244897959183673,1,0,0,1,0.3950000000000001
1,0,0,1,0,0,0,0.4038461538461538,0.823673469387755,0.9591836734693876,2,0,0,1,0.4747500000000001
0,1,0,0,0,0,1,0.1923076923076924,0.32081632653061226,0.1020408163265306,3,0,0,1,0.7120000000000002
0,0,0,1,0,0,1,0.5576923076923077,0.546122448979592,0.2653061224489795,3,0,0,1,0.8374999999999999
0,0,0,0,1,1,0,0.0384615384615384,0.46938775510204084,0.673469387755102,1,0,0,1,0.72275
0,1,0,0,0,1,0,0.8653846153846155,0.36979591836734693,0.2244897959183673,2,0,0,1,0.34824999999999995
0,1,0,0,0,0,0,0.1346153846153846,0.2816326530612245,0.2040816326530612,1,0,1,1,0.20350000000000013
1,0,1,0,0,0,0,0.2115384615384615,0.39265306122448984,0.0816326530612244,0,0,0,1,0.4265
0,1,0,0,0,1,0,0.6153846153846154,0.6359183673469389,0.4897959183673469,1,0,0,1,0.7385000000000002
0,1,0,0,0,1,0,0.0,0.2816326530612245,0.2040816326530612,1,0,0,1,0.33324999999999994
1,1,0,0,0,0,0,1.0,0.4922448979591837,0.5306122448979591,2,0,0,1,0.6179999999999999
0,0,1,0,0,0,1,0.9230769230769232,0.5428571428571429,0.8571428571428571,0,0,0,1,0.7029999999999998
0,0,0,1,0,1,0,0.1923076923076924,0.41877551020408166,0.346938775510204,1,0,0,1,0.19050000000000014
0,0,1,0,0,0,1,0.6923076923076924,0.8530612244897959,0.6326530612244897,0,0,0,1,0.5022500000000001
0,0,0,1,0,1,0,0.0192307692307692,0.4922448979591837,0.5306122448979591,3,0,0,1,0.7962499999999999
0,0,0,1,0,0,1,0.0384615384615384,0.7077551020408164,0.4693877551020408,2,0,0,1,0.4072500000000001
0,0,0,0,1,0,1,0.4807692307692308,0.5248979591836735,0.6122448979591836,1,0,0,1,0.5947500000000001
0,0,0,1,0,0,0,0.3846153846153847,0.750204081632653,0.7755102040816325,0,0,1,1,0.43200000000000005
0,0,1,0,0,1,0,0.6153846153846154,0.7257142857142858,0.7142857142857142,1,0,0,1,0.4025000000000001
0,1,0,0,0,1,0,0.8846153846153847,0.23265306122448978,0.0816326530612244,1,0,0,1,0.5285000000000001
0,0,0,0,1,1,0,0.5961538461538463,0.9755102040816328,0.9387755102040816,0,0,0,1,0.2282499999999999
0,0,0,1,0,1,0,0.5576923076923077,0.6685714285714286,0.5714285714285714,3,0,0,1,0.37375
0,0,0,0,1,1,0,0.3461538461538461,0.9428571428571431,0.8571428571428571,1,0,0,1,0.7029999999999998
0,0,0,1,0,0,0,0.7115384615384616,0.5983673469387756,0.7959183673469387,0,0,1,1,0.74775
0,0,1,0,0,0,1,0.1346153846153846,0.38448979591836735,0.0612244897959183,1,0,0,1,0.38399999999999984
0,1,0,0,0,0,1,0.6730769230769232,0.830204081632653,0.7755102040816325,2,0,0,1,0.7545000000000001
